changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,holidays_prior_scale,mse
0.01,1.0,multiplicative,0.1,2584949.9950729003
0.01,1.0,multiplicative,1.0,2632317.691816568
0.01,1.0,multiplicative,10.0,2618237.537488276
0.01,10.0,additive,0.01,2798404.1601194288
0.01,10.0,additive,0.1,2918737.383044194
0.01,10.0,additive,1.0,2918757.1037430684
0.01,10.0,additive,10.0,2922964.18600314
0.01,10.0,multiplicative,0.01,2363439.747205112
0.01,10.0,multiplicative,0.1,2586982.15657997
0.01,10.0,multiplicative,1.0,2618777.911374608
0.01,10.0,multiplicative,10.0,2623510.6752139376
0.1,0.01,additive,0.01,2507016.0410325006
0.1,0.01,additive,0.1,2603294.6716221008
0.1,0.01,additive,1.0,2599071.586250195
0.1,0.01,additive,10.0,2621517.7614216213
0.1,0.01,multiplicative,0.01,2374072.483026545
0.1,0.01,multiplicative,0.1,2526466.5543468148
0.1,0.01,multiplicative,1.0,2551163.9028660287
0.1,0.01,multiplicative,10.0,2550720.4275474963
0.1,0.1,additive,0.01,2503750.345722208
0.1,0.1,additive,0.1,2563830.343650214
0.1,0.1,additive,1.0,2556428.563698547
0.1,0.1,additive,10.0,2601896.454620331
0.1,0.1,multiplicative,0.01,2842226.8985339585
0.1,0.1,multiplicative,0.1,2598705.90015036
0.1,0.1,multiplicative,1.0,2624200.5420719497
0.1,0.1,multiplicative,10.0,2626833.919647173
0.1,1.0,additive,0.01,2515951.102218481
0.1,1.0,additive,0.1,2587386.002884799
0.1,1.0,additive,1.0,2569993.60508748
0.1,1.0,additive,10.0,2562682.3521352294
0.1,1.0,multiplicative,0.01,2870253.963473647
0.1,1.0,multiplicative,0.1,2603651.0993744927
0.1,1.0,multiplicative,1.0,2628434.8830177137
0.1,1.0,multiplicative,10.0,2630447.598564797
0.1,10.0,additive,0.01,2503700.353510431
0.1,10.0,additive,0.1,2568755.276925714
0.1,10.0,additive,1.0,2569133.798139542
0.1,10.0,additive,10.0,2573834.4744502776
0.1,10.0,multiplicative,0.01,2871127.8003824563
0.1,10.0,multiplicative,0.1,2604423.2319799145
0.1,10.0,multiplicative,1.0,2629990.933419987
0.1,10.0,multiplicative,10.0,2630636.082615628
0.5,0.01,additive,0.01,2498775.0011661034
0.5,0.01,additive,0.1,2587572.7034415784
0.5,0.01,additive,1.0,2561686.1224173657
0.5,0.01,additive,10.0,2573222.1376926964
0.5,0.01,multiplicative,0.01,2391913.611704672
0.5,0.01,multiplicative,0.1,2529988.5007481403
0.5,0.01,multiplicative,1.0,2551208.669592907
0.5,0.01,multiplicative,10.0,2552480.67682143
0.5,0.1,additive,0.01,2622221.112445125
0.5,0.1,additive,0.1,2548073.548659486
0.5,0.1,additive,1.0,2554184.863008347
0.5,0.1,additive,10.0,2616037.6584569374
0.5,0.1,multiplicative,0.01,3673026.9792459477
0.5,0.1,multiplicative,0.1,2611635.631005461
0.5,0.1,multiplicative,1.0,2629871.3863907186
0.5,0.1,multiplicative,10.0,2633724.45094344
0.5,1.0,additive,0.01,2745165.002253963
0.5,1.0,additive,0.1,2563525.302658131
0.5,1.0,additive,1.0,2548259.7754716515
0.5,1.0,additive,10.0,2552896.411395508
0.5,1.0,multiplicative,0.01,3874951.355056164
0.5,1.0,multiplicative,0.1,2610624.7058123294
0.5,1.0,multiplicative,1.0,2636897.2546666823
0.5,1.0,multiplicative,10.0,2631927.6985245124
0.5,10.0,additive,0.01,2556626.959893336
0.5,10.0,additive,0.1,2566720.766091456
0.5,10.0,additive,1.0,2553514.670262283
0.5,10.0,additive,10.0,2556993.890885116
0.5,10.0,multiplicative,0.01,3709909.5137960375
0.5,10.0,multiplicative,0.1,2610682.832182696
0.5,10.0,multiplicative,1.0,2637325.591166677
0.5,10.0,multiplicative,10.0,2643508.5397628117
