changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,holidays_prior_scale,mse
0.01,0.01,multiplicative,10.0,384208.1822952843
0.01,0.1,additive,0.01,389896.4987649589
0.01,0.1,additive,0.1,389247.2120255984
0.01,0.1,additive,1.0,389238.756108819
0.01,0.1,additive,10.0,389279.27753625583
0.01,0.1,multiplicative,0.01,389259.27391651785
0.01,0.1,multiplicative,0.1,384579.00239211693
0.01,0.1,multiplicative,1.0,384545.27694768313
0.01,0.1,multiplicative,10.0,384381.6231955265
0.01,1.0,additive,0.01,389359.39718307095
0.01,1.0,additive,0.1,389319.5742753171
0.01,1.0,additive,1.0,389112.94673241756
0.01,1.0,additive,10.0,389382.68202421255
0.01,1.0,multiplicative,0.01,388448.15442068386
0.01,1.0,multiplicative,0.1,384519.1669046794
0.01,1.0,multiplicative,1.0,384479.0294897491
0.01,1.0,multiplicative,10.0,384602.69537439465
0.01,10.0,additive,0.01,389605.74325914524
0.01,10.0,additive,0.1,389679.5777097619
0.01,10.0,additive,1.0,389674.57856922207
0.01,10.0,additive,10.0,389153.1033581057
0.01,10.0,multiplicative,0.01,389233.9453830622
0.01,10.0,multiplicative,0.1,384451.25583851244
0.01,10.0,multiplicative,1.0,384550.995384198
0.01,10.0,multiplicative,10.0,384809.53498410207
0.1,0.01,additive,0.01,393404.00619863754
0.1,0.01,additive,0.1,386908.35159718996
0.1,0.01,additive,1.0,386840.5930707714
0.1,0.01,additive,10.0,386846.5162881756
0.1,0.01,multiplicative,0.01,408885.54710280336
0.1,0.01,multiplicative,0.1,383212.4611268958
0.1,0.01,multiplicative,1.0,383005.5223854376
0.1,0.01,multiplicative,10.0,383059.74717712606
0.1,0.1,additive,0.01,393092.56509739556
0.1,0.1,additive,0.1,386603.26162448054
0.1,0.1,additive,1.0,386572.3764541223
0.1,0.1,additive,10.0,386525.731311053
0.1,0.1,multiplicative,0.01,419706.8420313958
0.1,0.1,multiplicative,0.1,382608.2499997892
0.1,0.1,multiplicative,1.0,382584.45270997187
0.1,0.1,multiplicative,10.0,382856.37878775713
0.1,1.0,additive,0.01,392980.18048894283
0.1,1.0,additive,0.1,386534.98180862336
0.1,1.0,additive,1.0,386536.7122438347
0.1,1.0,additive,10.0,386522.1518399319
0.1,1.0,multiplicative,0.01,419082.4786975038
0.1,1.0,multiplicative,0.1,383093.59791061154
0.1,1.0,multiplicative,1.0,383045.6316376285
0.1,1.0,multiplicative,10.0,382474.0271976122
0.1,10.0,additive,0.01,393021.76470499317
0.1,10.0,additive,0.1,386570.15304345445
0.1,10.0,additive,1.0,386580.34916695947
0.1,10.0,additive,10.0,386493.98419338977
0.1,10.0,multiplicative,0.01,419744.81630768813
0.1,10.0,multiplicative,0.1,384046.5060182695
0.1,10.0,multiplicative,1.0,383290.23666909913
0.1,10.0,multiplicative,10.0,382647.0938261648
0.5,0.01,additive,0.01,487803.2155411021
0.5,0.01,additive,0.1,422754.95780393673
0.5,0.01,additive,1.0,421571.3107168789
0.5,0.01,additive,10.0,422831.7597622822
0.5,0.01,multiplicative,0.01,439485.8652435491
0.5,0.01,multiplicative,0.1,396232.89892423834
0.5,0.01,multiplicative,1.0,395112.5273865941
0.5,0.01,multiplicative,10.0,393111.4730607977
0.5,0.1,additive,0.01,579138.7122453005
0.5,0.1,additive,0.1,480130.9543769606
0.5,0.1,additive,1.0,476571.50251076557
0.5,0.1,additive,10.0,496746.68540175306
0.5,0.1,multiplicative,0.01,475733.7424896156
0.5,0.1,multiplicative,0.1,408025.4068763328
0.5,0.1,multiplicative,1.0,399725.6506146574
0.5,0.1,multiplicative,10.0,405656.3745829234
0.5,1.0,additive,0.01,612524.0104026399
0.5,1.0,additive,0.1,523229.15714173793
0.5,1.0,additive,1.0,437041.8164699408
0.5,1.0,additive,10.0,436709.83410325897
0.5,1.0,multiplicative,0.01,476989.3794286981
0.5,1.0,multiplicative,0.1,408722.70661752886
0.5,1.0,multiplicative,1.0,404268.3021862605
0.5,1.0,multiplicative,10.0,404710.91861679876
0.5,10.0,additive,0.01,543400.5502053034
0.5,10.0,additive,0.1,479044.38640272606
0.5,10.0,additive,1.0,430927.7411231713
0.5,10.0,additive,10.0,465842.72619871504
0.5,10.0,multiplicative,0.01,477467.09306946985
0.5,10.0,multiplicative,0.1,408358.6012985991
0.5,10.0,multiplicative,1.0,409329.3580584802
0.5,10.0,multiplicative,10.0,404609.2187244022
