changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,holidays_prior_scale,mse
0.01,0.1,additive,0.01,9447.812797183966
0.01,0.1,additive,0.1,11709.776409504368
0.01,0.1,additive,1.0,12123.062977360994
0.01,0.1,additive,10.0,12091.862865611662
0.01,0.1,multiplicative,0.01,8879.846525623614
0.01,0.1,multiplicative,0.1,11595.003316905975
0.01,0.1,multiplicative,1.0,11542.820544280621
0.01,0.1,multiplicative,10.0,11342.590725664095
0.01,1.0,additive,0.01,9500.911335218318
0.01,1.0,additive,0.1,12178.92905976662
0.01,1.0,additive,1.0,11865.180643045729
0.01,1.0,additive,10.0,11973.873602355847
0.01,1.0,multiplicative,0.01,9496.911453709055
0.01,1.0,multiplicative,0.1,11507.22869578848
0.01,1.0,multiplicative,1.0,11906.75168178058
0.01,1.0,multiplicative,10.0,11590.124239471774
0.01,10.0,additive,0.01,9320.372857501094
0.01,10.0,additive,0.1,11764.238338784853
0.01,10.0,additive,1.0,11829.082269718718
0.01,10.0,additive,10.0,11945.945586501868
0.01,10.0,multiplicative,0.01,9275.656335595997
0.01,10.0,multiplicative,0.1,10523.262013424697
0.01,10.0,multiplicative,1.0,10880.891774024922
0.01,10.0,multiplicative,10.0,11080.721058715477
0.1,0.01,additive,0.01,8979.894788218828
0.1,0.01,additive,0.1,8238.894100507852
0.1,0.01,additive,1.0,8254.902266641257
0.1,0.01,additive,10.0,8180.500145935721
0.1,0.01,multiplicative,0.01,10511.958838566958
0.1,0.01,multiplicative,0.1,9310.733562565982
0.1,0.01,multiplicative,1.0,9261.169961839423
0.1,0.01,multiplicative,10.0,9223.632832481448
0.1,0.1,additive,0.01,9172.466264943518
0.1,0.1,additive,0.1,8350.723828812736
0.1,0.1,additive,1.0,8328.300456253606
0.1,0.1,additive,10.0,8377.734472279375
0.1,0.1,multiplicative,0.01,10790.247322205103
0.1,0.1,multiplicative,0.1,9526.02365216517
0.1,0.1,multiplicative,1.0,9541.331117000645
0.1,0.1,multiplicative,10.0,9679.67604481393
0.1,1.0,additive,0.01,9129.334636937487
0.1,1.0,additive,0.1,8404.373487049595
0.1,1.0,additive,1.0,8375.488920130956
0.1,1.0,additive,10.0,8394.935793970486
0.1,1.0,multiplicative,0.01,10516.85964516929
0.1,1.0,multiplicative,0.1,9617.061940338166
0.1,1.0,multiplicative,1.0,9743.400134425994
0.1,1.0,multiplicative,10.0,11155.505869903727
0.1,10.0,additive,0.01,9122.877184138239
0.1,10.0,additive,0.1,8380.551973175316
0.1,10.0,additive,1.0,8367.527550881476
0.1,10.0,additive,10.0,8345.108617607839
0.1,10.0,multiplicative,0.01,10830.375890890742
0.1,10.0,multiplicative,0.1,9529.160316096732
0.1,10.0,multiplicative,1.0,9653.237297059544
0.1,10.0,multiplicative,10.0,9478.73279696128
0.5,0.01,additive,0.01,15920.248195367696
0.5,0.01,additive,0.1,11317.589758618184
0.5,0.01,additive,1.0,10862.714077620885
0.5,0.01,additive,10.0,10676.199213763033
0.5,0.01,multiplicative,0.01,24924.64736685096
0.5,0.01,multiplicative,0.1,18490.027963550358
0.5,0.01,multiplicative,1.0,16699.899574598698
0.5,0.01,multiplicative,10.0,16441.608962230082
0.5,0.1,additive,0.01,17966.150769395746
0.5,0.1,additive,0.1,12215.205978110398
0.5,0.1,additive,1.0,11456.621773584739
0.5,0.1,additive,10.0,11086.594889382864
0.5,0.1,multiplicative,0.01,44385.99737339352
0.5,0.1,multiplicative,0.1,54744.21977551301
0.5,0.1,multiplicative,1.0,204627.9876439771
0.5,0.1,multiplicative,10.0,192899.39176541643
0.5,1.0,additive,0.01,17259.579517951763
0.5,1.0,additive,0.1,11658.409470192586
0.5,1.0,additive,1.0,11361.801404046955
0.5,1.0,additive,10.0,12213.14830557986
0.5,1.0,multiplicative,0.01,43130.78492568875
0.5,1.0,multiplicative,0.1,54689.286722093246
0.5,1.0,multiplicative,1.0,482663.7058801585
0.5,1.0,multiplicative,10.0,613787.3032805591
0.5,10.0,additive,0.01,17055.31177764367
0.5,10.0,additive,0.1,12146.050552991965
0.5,10.0,additive,1.0,11514.576673121368
0.5,10.0,additive,10.0,11335.358710105265
0.5,10.0,multiplicative,0.01,45347.36345223521
0.5,10.0,multiplicative,0.1,55987.07432667689
0.5,10.0,multiplicative,1.0,512721.36483938416
0.5,10.0,multiplicative,10.0,791231.2151633654
