changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,holidays_prior_scale,mse
0.5,0.1,additive,0.01,1278277.7632041825
0.5,0.1,additive,0.1,1085918.8182455665
0.5,0.1,additive,1.0,1084071.5314916898
0.5,0.1,additive,10.0,1082976.8801807347
0.5,0.1,multiplicative,0.01,1347651.7930026972
0.5,0.1,multiplicative,0.1,1249023.1217134173
0.5,0.1,multiplicative,1.0,1247902.8140252703
0.5,0.1,multiplicative,10.0,1248146.3427469765
0.5,1.0,additive,0.01,1329089.0463435357
0.5,1.0,additive,0.1,1082154.0867484144
0.5,1.0,additive,1.0,1083294.2933757897
0.5,1.0,additive,10.0,1082419.7026652605
0.5,1.0,multiplicative,0.01,1345364.3329096744
0.5,1.0,multiplicative,0.1,1252889.6383370617
0.5,1.0,multiplicative,1.0,1253448.491665778
0.5,1.0,multiplicative,10.0,1249892.533563255
0.5,10.0,additive,0.01,1407639.3702019094
0.5,10.0,additive,0.1,1084076.9712036438
0.5,10.0,additive,1.0,1084681.9736299862
0.5,10.0,additive,10.0,1081804.791600134
0.5,10.0,multiplicative,0.01,1346946.4187127103
0.5,10.0,multiplicative,0.1,1250106.446200521
0.5,10.0,multiplicative,1.0,1243343.6469184228
0.5,10.0,multiplicative,10.0,1242226.1982146301
