changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,holidays_prior_scale,mse
0.1,0.01,multiplicative,10.0,2779.4114406794633
0.1,0.1,additive,0.01,20537.747058918503
0.1,0.1,additive,0.1,11211.856311768663
0.1,0.1,additive,1.0,10257.211790345298
0.1,0.1,additive,10.0,10745.30563850162
0.1,0.1,multiplicative,0.01,15620.54122137971
0.1,0.1,multiplicative,0.1,16141.783297112857
0.1,0.1,multiplicative,1.0,13861.665847369344
0.1,0.1,multiplicative,10.0,11598.135036299962
0.1,1.0,additive,0.01,21311.315759189518
0.1,1.0,additive,0.1,12196.2608438892
0.1,1.0,additive,1.0,10008.75003349951
0.1,1.0,additive,10.0,10992.070274772454
0.1,1.0,multiplicative,0.01,18220.241846211364
0.1,1.0,multiplicative,0.1,18142.285570846852
0.1,1.0,multiplicative,1.0,21438.864610410234
0.1,1.0,multiplicative,10.0,25561.74717302885
0.1,10.0,additive,0.01,17378.57259211245
0.1,10.0,additive,0.1,14592.6128509314
0.1,10.0,additive,1.0,11621.178198175121
0.1,10.0,additive,10.0,19445.33986931401
0.1,10.0,multiplicative,0.01,18916.937177335374
0.1,10.0,multiplicative,0.1,15463.177535958092
0.1,10.0,multiplicative,1.0,21365.903805736107
0.1,10.0,multiplicative,10.0,23301.954601999412
0.5,0.01,additive,0.01,8915.352131883517
0.5,0.01,additive,0.1,6319.519572471178
0.5,0.01,additive,1.0,6299.236072026584
0.5,0.01,additive,10.0,6262.024317564184
0.5,0.01,multiplicative,0.01,7424.297970301011
0.5,0.01,multiplicative,0.1,4821.445066881757
0.5,0.01,multiplicative,1.0,2683.566400408417
0.5,0.01,multiplicative,10.0,2523.114421496729
0.5,0.1,additive,0.01,52775.65293429553
0.5,0.1,additive,0.1,54821.86443745042
0.5,0.1,additive,1.0,54920.69465638947
0.5,0.1,additive,10.0,51766.85410933998
0.5,0.1,multiplicative,0.01,20774.09943451206
0.5,0.1,multiplicative,0.1,19290.01808452725
0.5,0.1,multiplicative,1.0,7521.046495973852
0.5,0.1,multiplicative,10.0,6413.282187674435
0.5,1.0,additive,0.01,57205.92115920882
0.5,1.0,additive,0.1,54261.1640233556
0.5,1.0,additive,1.0,52559.46981432604
0.5,1.0,additive,10.0,58771.96259252693
0.5,1.0,multiplicative,0.01,20766.231220848575
0.5,1.0,multiplicative,0.1,18442.371343857616
0.5,1.0,multiplicative,1.0,4789.201092635189
0.5,1.0,multiplicative,10.0,3933.3344764520334
0.5,10.0,additive,0.01,56457.34777877623
0.5,10.0,additive,0.1,55280.805504300384
0.5,10.0,additive,1.0,55797.61374579764
0.5,10.0,additive,10.0,52447.90765423948
0.5,10.0,multiplicative,0.01,21384.824870059372
0.5,10.0,multiplicative,0.1,18299.086524504466
0.5,10.0,multiplicative,1.0,5698.2232111734975
0.5,10.0,multiplicative,10.0,4175.186500045038
